PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33016914","Therapeutic Potential of TNF-α Inhibition for Alzheimer's Disease Prevention","Torres-Acosta N, O'Keefe JH, O'Keefe EL, Isaacson R, Small G.","J Alzheimers Dis. 2020;78(2):619-626. doi: 10.3233/JAD-200711.","Torres-Acosta N","J Alzheimers Dis","2020","2020/10/05","PMC7739965","","10.3233/JAD-200711"
"33016905","Subcutaneous Administration of AMD3100 into Mice Models of Alzheimer's Disease Ameliorated Cognitive Impairment, Reduced Neuroinflammation, and Improved Pathophysiological Markers","Gavriel Y, Rabinovich-Nikitin I, Ezra A, Barbiro B, Solomon B.","J Alzheimers Dis. 2020;78(2):653-671. doi: 10.3233/JAD-200506.","Gavriel Y","J Alzheimers Dis","2020","2020/10/05","","","10.3233/JAD-200506"
"32888280","Design and Microwave-Assisted Synthesis of Aza-Resveratrol Analogs with Potent Cholinesterase Inhibition","Biscussi B, Richmond V, Baier CJ, Mañez PA, Murray AP.","CNS Neurol Disord Drug Targets. 2020;19(8):630-641. doi: 10.2174/1871527319666200905121536.","Biscussi B","CNS Neurol Disord Drug Targets","2020","2020/09/05","","","10.2174/1871527319666200905121536"
"32879205","Osthole Improves Cognitive Function of Vascular Dementia Rats: Reducing Aβ Deposition via Inhibition NLRP3 Inflammasome","Liu Y, Chen X, Gong Q, Shi J, Li F.","Biol Pharm Bull. 2020;43(9):1315-1323. doi: 10.1248/bpb.b20-00112.","Liu Y","Biol Pharm Bull","2020","2020/09/04","","","10.1248/bpb.b20-00112"
"32854852","A role for sodium glucose cotransporter 2 inhibitors (SGLT2is) in the treatment of Alzheimer's disease?","Esterline R, Oscarsson J, Burns J.","Int Rev Neurobiol. 2020;155:113-140. doi: 10.1016/bs.irn.2020.03.018. Epub 2020 Aug 11.","Esterline R","Int Rev Neurobiol","2020","2020/08/29","","","10.1016/bs.irn.2020.03.018"
"32651325","The Emerging Role of Nutraceuticals and Phytochemicals in the Prevention and Treatment of Alzheimer's Disease","Calfio C, Gonzalez A, Singh SK, Rojo LE, Maccioni RB.","J Alzheimers Dis. 2020;77(1):33-51. doi: 10.3233/JAD-200443.","Calfio C","J Alzheimers Dis","2020","2020/07/12","","","10.3233/JAD-200443"
"32623401","Effects of Chronic Masitinib Treatment in APPswe/PSEN1dE9 Transgenic Mice Modeling Alzheimer's Disease","Li T, Martin E, Abada YS, Boucher C, Cès A, Youssef I, Fenaux G, Forand Y, Legrand A, Nachiket N, Dhenain M, Hermine O, Dubreuil P, Delarasse C, Delatour B.","J Alzheimers Dis. 2020;76(4):1339-1345. doi: 10.3233/JAD-200466.","Li T","J Alzheimers Dis","2020","2020/07/06","","","10.3233/JAD-200466"
"32617536","Alzheimer's Disease is Driven by Intraneuronally Retained Beta-Amyloid Produced in the AD-Specific, βAPP-Independent Pathway: Current Perspective and Experimental Models for Tomorrow","Volloch V, Olsen B, Rits S.","Ann Integr Mol Med. 2020;2(1):90-114. doi: 10.33597/aimm.02-1007.","Volloch V","Ann Integr Mol Med","2020","2020/07/04","PMC7331974","NIHMS1588124","10.33597/aimm.02-1007"
"32597808","Amyloid-β Protein Precursor Regulates Depolarization-Induced Calcium-Mediated Synaptic Signaling in Brain Slices","Chatzistavraki M, Papazafiri P, Efthimiopoulos S.","J Alzheimers Dis. 2020;76(3):1121-1133. doi: 10.3233/JAD-200290.","Chatzistavraki M","J Alzheimers Dis","2020","2020/06/30","","","10.3233/JAD-200290"
"32597805","Upregulation of Alzheimer's Disease Amyloid-β Protein Precursor in Astrocytes Both in vitro and in vivo","Liang Y, Raven F, Ward JF, Zhen S, Zhang S, Sun H, Miller SJ, Choi SH, Tanzi RE, Zhang C.","J Alzheimers Dis. 2020;76(3):1071-1082. doi: 10.3233/JAD-200128.","Liang Y","J Alzheimers Dis","2020","2020/06/30","PMC7571426","NIHMS1637422","10.3233/JAD-200128"
"32593241","[Alzheimer's disease: experimental and clinical researches of Chinese herbal medicine neurobiological effects (a review).]","Berezutsky MA, Durnova NA, Andronova TA, Sinichkina OV.","Adv Gerontol. 2020;33(2):273-281.","Berezutsky MA","Adv Gerontol","2020","2020/06/28","","",""
"32538869","Crosstalk Between Alpha-Synuclein and Other Human and Non-Human Amyloidogenic Proteins: Consequences for Amyloid Formation in Parkinson's Disease","Werner T, Horvath I, Wittung-Stafshede P.","J Parkinsons Dis. 2020;10(3):819-830. doi: 10.3233/JPD-202085.","Werner T","J Parkinsons Dis","2020","2020/06/16","PMC7458506","","10.3233/JPD-202085"
"32474470","Herpetosiphon Secondary Metabolites Inhibit Amyloid-β Toxicity in Human Primary Astrocytes","Dehhaghi M, Kazemi Shariat Panahi H, Braidy N, Guillemin GJ.","J Alzheimers Dis. 2020;76(1):423-433. doi: 10.3233/JAD-200116.","Dehhaghi M","J Alzheimers Dis","2020","2020/06/01","","","10.3233/JAD-200116"
"32297584","Recent Studies on Design and Development of Drugs Against Alzheimer's Disease (AD) Based on Inhibition of BACE-1 and Other AD-causative Agents","Gupta SP, Patil VM.","Curr Top Med Chem. 2020;20(13):1195-1213. doi: 10.2174/1568026620666200416091623.","Gupta SP","Curr Top Med Chem","2020","2020/04/17","","","10.2174/1568026620666200416091623"
"32201863","AD ""Statin"": Alzheimer's Disorder is a ""Fast"" Disease Preventable by Therapeutic Intervention Initiated Even Late in Life and Reversible at the Early Stages","Volloch V, Olsen BR, Rits S.","Ann Integr Mol Med. 2020;2(1):75-89. doi: 10.33597/aimm.02-1006.","Volloch V","Ann Integr Mol Med","2020","2020/03/24","PMC7083596","NIHMS1069397","10.33597/aimm.02-1006"
"32148391","Gintonin stimulates autophagic flux in primary cortical astrocytes","Rahman MA, Hwang H, Nah SY, Rhim H.","J Ginseng Res. 2020 Jan;44(1):67-78. doi: 10.1016/j.jgr.2018.08.004. Epub 2018 Aug 27.","Rahman MA","J Ginseng Res","2020","2020/03/10","PMC7033340","","10.1016/j.jgr.2018.08.004"
"32144981","Amyloid-β Fosters p35/CDK5 Signaling Contributing to Changes of Inhibitory Synapses in Early Stages of Cerebral Amyloidosis","Kiss E, Groeneweg F, Gorgas K, Schlicksupp A, Kins S, Kirsch J, Kuhse J.","J Alzheimers Dis. 2020;74(4):1167-1187. doi: 10.3233/JAD-190976.","Kiss E","J Alzheimers Dis","2020","2020/03/08","","","10.3233/JAD-190976"
"32031066","A traditional Chinese Medicine, YXQN, Reduces Amyloid-induced Cytotoxicity by Inhibiting Aβ42 Aggregation and Fibril Formation","Wang L, Liu S, Xu J, Watanabe N, Di J, Wei W, Mayo KH, Li J, Li X.","Curr Pharm Des. 2020;26(7):780-789. doi: 10.2174/1381612826666200207120602.","Wang L","Curr Pharm Des","2020","2020/02/08","","","10.2174/1381612826666200207120602"
"32003672","MiR-335-5p Inhibits β-Amyloid (Aβ) Accumulation to Attenuate Cognitive Deficits Through Targeting c-jun-N-terminal Kinase 3 in Alzheimer's Disease","Wang D, Fei Z, Luo S, Wang H.","Curr Neurovasc Res. 2020;17(1):93-101. doi: 10.2174/1567202617666200128141938.","Wang D","Curr Neurovasc Res","2020","2020/02/01","","","10.2174/1567202617666200128141938"
"31985470","Dietary Lactoferrin Supplementation Prevents Memory Impairment and Reduces Amyloid-β Generation in J20 Mice","Abdelhamid M, Jung CG, Zhou C, Abdullah M, Nakano M, Wakabayashi H, Abe F, Michikawa M.","J Alzheimers Dis. 2020;74(1):245-259. doi: 10.3233/JAD-191181.","Abdelhamid M","J Alzheimers Dis","2020","2020/01/28","","","10.3233/JAD-191181"
"31931693","Inhibition of β-amyloid Aggregation of Ugni molinae Extracts","Jara-Moreno D, Riveros AL, Barriga A, Kogan MJ, Delporte C.","Curr Pharm Des. 2020;26(12):1365-1376. doi: 10.2174/1381612826666200113160840.","Jara-Moreno D","Curr Pharm Des","2020","2020/01/15","","","10.2174/1381612826666200113160840"
"31884474","A Review of the Brain-Gut-Microbiome Axis and the Potential Role of Microbiota in Alzheimer's Disease","Sun M, Ma K, Wen J, Wang G, Zhang C, Li Q, Bao X, Wang H.","J Alzheimers Dis. 2020;73(3):849-865. doi: 10.3233/JAD-190872.","Sun M","J Alzheimers Dis","2020","2019/12/30","","","10.3233/JAD-190872"
"31884466","Screening of Nutraceuticals and Plant Extracts for Inhibition of Amyloid-β Fibrillation","Witter S, Samoson A, Vilu R, Witter R.","J Alzheimers Dis. 2020;73(3):1003-1012. doi: 10.3233/JAD-190758.","Witter S","J Alzheimers Dis","2020","2019/12/30","","","10.3233/JAD-190758"
"31838287","New phosphazine and phosphazide derivatives as multifunctional ligands targeting acetylcholinesterase and β-Amyloid aggregation for treatment of Alzheimer's disease","El-Sayed NF, El-Hussieny M, Ewies EF, Fouad MA, Boulos LS.","Bioorg Chem. 2020 Jan;95:103499. doi: 10.1016/j.bioorg.2019.103499. Epub 2019 Dec 6.","El-Sayed NF","Bioorg Chem","2020","2019/12/16","","","10.1016/j.bioorg.2019.103499"
"31820684","Inhibition of Amyloid β Aggregation Using Optimized Nano-Encapsulated Formulations of Plant Extracts with High Metal Chelator Activities","Kazdal F, Bahadori F, Celik B, Ertas A, Topcu G.","Curr Pharm Biotechnol. 2020;21(8):681-701. doi: 10.2174/1389201021666191210125851.","Kazdal F","Curr Pharm Biotechnol","2020","2019/12/11","","","10.2174/1389201021666191210125851"
"31796671","Maresin1 Decreased Microglial Chemotaxis and Ameliorated Inflammation Induced by Amyloid-β42 in Neuron-Microglia Co-Culture Models","Yin P, Wang S, Wei Y, Wang X, Zhang J, Yin X, Feng J, Zhu M.","J Alzheimers Dis. 2020;73(2):503-515. doi: 10.3233/JAD-190682.","Yin P","J Alzheimers Dis","2020","2019/12/05","","","10.3233/JAD-190682"
"31791679","Design, synthesis and evaluation of novel ferulic acid derivatives as multi-target-directed ligands for the treatment of Alzheimer's disease","Lan JS, Zeng RF, Jiang XY, Hou JW, Liu Y, Hu ZH, Li HX, Li Y, Xie SS, Ding Y, Zhang T.","Bioorg Chem. 2020 Jan;94:103413. doi: 10.1016/j.bioorg.2019.103413. Epub 2019 Oct 30.","Lan JS","Bioorg Chem","2020","2019/12/04","","","10.1016/j.bioorg.2019.103413"
"31773652","Screening of Beta-Secretase Inhibitors by Capillary Electrophoresis-Mass Spectrometry","Schejbal J, Řemínek R, Glatz Z.","Methods Mol Biol. 2020;2089:147-157. doi: 10.1007/978-1-0716-0163-1_9.","Schejbal J","Methods Mol Biol","2020","2019/11/28","","","10.1007/978-1-0716-0163-1_9"
"31744779","Synthesis, in vitro and in vivo biological evaluation of novel graveolinine derivatives as potential anti-Alzheimer agents","Luo W, Lv JW, Wang T, Zhang ZY, Guo HY, Song ZY, Wang CJ, Ma J, Chen YP.","Bioorg Med Chem. 2020 Jan 1;28(1):115190. doi: 10.1016/j.bmc.2019.115190. Epub 2019 Nov 9.","Luo W","Bioorg Med Chem","2020","2019/11/21","","","10.1016/j.bmc.2019.115190"
"31741224","Picrorhiza kurroa Prevents Memory Deficits by Inhibiting NLRP3 Inflammasome Activation and BACE1 Expression in 5xFAD Mice","Kim N, Do J, Ju IG, Jeon SH, Lee JK, Oh MS.","Neurotherapeutics. 2020 Jan;17(1):189-199. doi: 10.1007/s13311-019-00792-7.","Kim N","Neurotherapeutics","2020","2019/11/20","PMC7007473","","10.1007/s13311-019-00792-7"
"31735356","Conjugates of tacrine and 1,2,4-thiadiazole derivatives as new potential multifunctional agents for Alzheimer's disease treatment: Synthesis, quantum-chemical characterization, molecular docking, and biological evaluation","Makhaeva GF, Kovaleva NV, Boltneva NP, Lushchekina SV, Rudakova EV, Stupina TS, Terentiev AA, Serkov IV, Proshin AN, Radchenko EV, Palyulin VA, Bachurin SO, Richardson RJ.","Bioorg Chem. 2020 Jan;94:103387. doi: 10.1016/j.bioorg.2019.103387. Epub 2019 Oct 28.","Makhaeva GF","Bioorg Chem","2020","2019/11/19","","","10.1016/j.bioorg.2019.103387"
"31702488","Butyrylcholinesterase: A Multifaceted Pharmacological Target and Tool","Ha ZY, Mathew S, Yeong KY.","Curr Protein Pept Sci. 2020;21(1):99-109. doi: 10.2174/1389203720666191107094949.","Ha ZY","Curr Protein Pept Sci","2020","2019/11/09","","","10.2174/1389203720666191107094949"
"31659693","Induction of p73, Δ133p53, Δ160p53, pAKT lead to neuroprotection via DNA repair by 5-LOX inhibition","Shekhar S, Dey S.","Mol Biol Rep. 2020 Jan;47(1):269-274. doi: 10.1007/s11033-019-05127-5. Epub 2019 Oct 28.","Shekhar S","Mol Biol Rep","2020","2019/10/30","","","10.1007/s11033-019-05127-5"
"31654094","Potent repression of C-reactive protein (CRP) expression by the JAK1/2 inhibitor ruxolitinib in inflammatory human hepatocytes","Febvre-James M, Lecureur V, Fardel O.","Inflamm Res. 2020 Jan;69(1):51-62. doi: 10.1007/s00011-019-01293-1. Epub 2019 Oct 25.","Febvre-James M","Inflamm Res","2020","2019/10/27","","","10.1007/s00011-019-01293-1"
"31625272","MicroRNA-134-5p inhibition rescues long-term plasticity and synaptic tagging/capture in an Aβ(1-42)-induced model of Alzheimer's disease","Baby N, Alagappan N, Dheen ST, Sajikumar S.","Aging Cell. 2020 Jan;19(1):e13046. doi: 10.1111/acel.13046. Epub 2019 Oct 17.","Baby N","Aging Cell","2020","2019/10/19","PMC6974725","","10.1111/acel.13046"
"31595422","Curcumin inhibits BACE1 expression through the interaction between ERβ and NFκB signaling pathway in SH-SY5Y cells","Huang P, Zheng N, Zhou HB, Huang J.","Mol Cell Biochem. 2020 Jan;463(1-2):161-173. doi: 10.1007/s11010-019-03638-0. Epub 2019 Oct 8.","Huang P","Mol Cell Biochem","2020","2019/10/10","","","10.1007/s11010-019-03638-0"
"31559969","Function of Prion Protein and the Family Member, Shadoo","Onodera T, Nishimura T, Sugiura K, Sakudo A.","Curr Issues Mol Biol. 2020;36:67-88. doi: 10.21775/cimb.036.067. Epub 2019 Sep 27.","Onodera T","Curr Issues Mol Biol","2020","2019/09/28","","","10.21775/cimb.036.067"
"31497916","Study of tetraphenylporphyrins as modifiers of insulin amyloid aggregation","Chernii S, Losytskyy M, Kelm A, Gorski A, Tretyakova I, Yarmoluk S, Chernii V, Kovalska V.","J Mol Recognit. 2020 Jan;33(1):e2811. doi: 10.1002/jmr.2811. Epub 2019 Sep 9.","Chernii S","J Mol Recognit","2020","2019/09/10","","","10.1002/jmr.2811"
"31378968","Assessment of Transporter Polymorphisms as a Factor in a BCRP Drug Interaction Study With Lanabecestat","Willis BA, Andersen SW, Ayan-Oshodi M, James DE, Liffick E, Hillgren K, Guo Y, Monk SA.","J Clin Pharmacol. 2020 Jan;60(1):107-116. doi: 10.1002/jcph.1500. Epub 2019 Aug 5.","Willis BA","J Clin Pharmacol","2020","2019/08/06","","","10.1002/jcph.1500"
"31362660","Stopping the Unstoppable: Unconventional Methods to Prevent the Biofilm Growth","Jain N, Mansuri A.","Curr Drug Discov Technol. 2020;17(4):515-522. doi: 10.2174/1570163816666190726153441.","Jain N","Curr Drug Discov Technol","2020","2019/08/01","","","10.2174/1570163816666190726153441"
"31347728","BACE1 inhibitors: Current status and future directions in treating Alzheimer's disease","Moussa-Pacha NM, Abdin SM, Omar HA, Alniss H, Al-Tel TH.","Med Res Rev. 2020 Jan;40(1):339-384. doi: 10.1002/med.21622. Epub 2019 Jul 26.","Moussa-Pacha NM","Med Res Rev","2020","2019/07/27","","","10.1002/med.21622"
"31345145","A Simple Principle for Understanding the Combined Cellular Protein Folding and Aggregation","Choi SI.","Curr Protein Pept Sci. 2020;21(1):3-21. doi: 10.2174/1389203720666190725114550.","Choi SI","Curr Protein Pept Sci","2020","2019/07/27","","","10.2174/1389203720666190725114550"
"31267354","Inhibitory activities of kukoamines A and B from Lycii Cortex on amyloid aggregation related to Alzheimer's disease and type 2 diabetes","Jiang G, Takase M, Aihara Y, Shigemori H.","J Nat Med. 2020 Jan;74(1):247-251. doi: 10.1007/s11418-019-01337-0. Epub 2019 Jul 2.","Jiang G","J Nat Med","2020","2019/07/04","","","10.1007/s11418-019-01337-0"
"30767744","In Silico Inhibition of BACE-1 by Selective Phytochemicals as Novel Potential Inhibitors: Molecular Docking and DFT Studies","Arif N, Subhani A, Hussain W, Rasool N.","Curr Drug Discov Technol. 2020;17(3):397-411. doi: 10.2174/1570163816666190214161825.","Arif N","Curr Drug Discov Technol","2020","2019/02/16","","","10.2174/1570163816666190214161825"
"30354871","Age dependency of cerebral P-glycoprotein function in wild-type and APPPS1 mice measured with PET","Zoufal V, Wanek T, Krohn M, Mairinger S, Filip T, Sauberer M, Stanek J, Pekar T, Bauer M, Pahnke J, Langer O.","J Cereb Blood Flow Metab. 2020 Jan;40(1):150-162. doi: 10.1177/0271678X18806640. Epub 2018 Oct 24.","Zoufal V","J Cereb Blood Flow Metab","2020","2018/10/26","PMC6928546","","10.1177/0271678X18806640"
"31889118","Amyloidophilic Molecule Interactions on the Surface of Insulin Fibrils: Cooperative Binding and Fluorescence Quenching","Ziaunys M, Mikalauskaite K, Smirnovas V.","Sci Rep. 2019 Dec 30;9(1):20303. doi: 10.1038/s41598-019-56788-y.","Ziaunys M","Sci Rep","2019","2020/01/01","PMC6937241","","10.1038/s41598-019-56788-y"
"31893889","Tannin-controlled micelles and fibrils of κ-casein","Ma W, Tribet C, Guyot S, Zanchi D.","J Chem Phys. 2019 Dec 28;151(24):245103. doi: 10.1063/1.5128057.","Ma W","J Chem Phys","2019","2020/01/03","","","10.1063/1.5128057"
"31755683","Rigid Tightly Packed Amino Acid Crystals as Functional Supramolecular Materials","Ji W, Xue B, Arnon ZA, Yuan H, Bera S, Li Q, Zaguri D, Reynolds NP, Li H, Chen Y, Gilead S, Rencus-Lazar S, Li J, Yang R, Cao Y, Gazit E.","ACS Nano. 2019 Dec 24;13(12):14477-14485. doi: 10.1021/acsnano.9b08217. Epub 2019 Nov 26.","Ji W","ACS Nano","2019","2019/11/23","","","10.1021/acsnano.9b08217"
"31934268","Resumption of Autophagy by Ubisol-Q(10) in Presenilin-1 Mutated Fibroblasts and Transgenic AD Mice: Implications for Inhibition of Senescence and Neuroprotection","Vegh C, Pupulin S, Wear D, Culmone L, Huggard R, Ma D, Pandey S.","Oxid Med Cell Longev. 2019 Dec 23;2019:7404815. doi: 10.1155/2019/7404815. eCollection 2019.","Vegh C","Oxid Med Cell Longev","2019","2020/01/15","PMC6942887","","10.1155/2019/7404815"
"31873106","Targeting alpha synuclein and amyloid beta by a multifunctional, brain-penetrant dopamine D2/D3 agonist D-520: Potential therapeutic application in Parkinson's disease with dementia","Yedlapudi D, Xu L, Luo D, Marsh GB, Todi SV, Dutta AK.","Sci Rep. 2019 Dec 23;9(1):19648. doi: 10.1038/s41598-019-55830-3.","Yedlapudi D","Sci Rep","2019","2019/12/25","PMC6927976","","10.1038/s41598-019-55830-3"
"31722183","Investigating Reliable Conditions for HEWL as an Amyloid Model in Computational Studies and Drug Interactions","Kalhor HR, Jabbary M.","J Chem Inf Model. 2019 Dec 23;59(12):5218-5229. doi: 10.1021/acs.jcim.9b00819. Epub 2019 Dec 4.","Kalhor HR","J Chem Inf Model","2019","2019/11/14","","","10.1021/acs.jcim.9b00819"
"31861093","A Hypothesis and Evidence That Mercury May be an Etiological Factor in Alzheimer's Disease","Siblerud R, Mutter J, Moore E, Naumann J, Walach H.","Int J Environ Res Public Health. 2019 Dec 17;16(24):5152. doi: 10.3390/ijerph16245152.","Siblerud R","Int J Environ Res Public Health","2019","2019/12/22","PMC6950077","","10.3390/ijerph16245152"
"35021531","Template-Mediated Detoxification of Low-Molecular-Weight Amyloid Oligomers and Regulation of Their Nucleation Pathway","Mondal S, Kumar V, Roy Chowdhury S, Shah M, Gaur A, Kumar S, Iyer PK.","ACS Appl Bio Mater. 2019 Dec 16;2(12):5306-5312. doi: 10.1021/acsabm.9b00514. Epub 2019 Aug 30.","Mondal S","ACS Appl Bio Mater","2019","2022/01/13","","","10.1021/acsabm.9b00514"
"31730866","Inhibition of JAK-STAT and NF-κB signalling systems could be a novel therapeutic target against insulin resistance and type 2 diabetes","Bako HY, Ibrahim MA, Isah MS, Ibrahim S.","Life Sci. 2019 Dec 15;239:117045. doi: 10.1016/j.lfs.2019.117045. Epub 2019 Nov 12.","Bako HY","Life Sci","2019","2019/11/16","","","10.1016/j.lfs.2019.117045"
"31722188","Amentoflavone suppresses amyloid β1-42 neurotoxicity in Alzheimer's disease through the inhibition of pyroptosis","Zhao N, Sun C, Zheng M, Liu S, Shi R.","Life Sci. 2019 Dec 15;239:117043. doi: 10.1016/j.lfs.2019.117043. Epub 2019 Nov 10.","Zhao N","Life Sci","2019","2019/11/14","","","10.1016/j.lfs.2019.117043"
"31715136","Integration of transcriptomics and network analysis deciphers the mechanisms of baicalein in improving learning and memory impairment in senescence-accelerated mouse prone 8 (SAMP8)","Li J, Zhou Y, Du G, Qin X, Gao L.","Eur J Pharmacol. 2019 Dec 15;865:172789. doi: 10.1016/j.ejphar.2019.172789. Epub 2019 Nov 9.","Li J","Eur J Pharmacol","2019","2019/11/13","","","10.1016/j.ejphar.2019.172789"
"31711785","Design, synthesis and evaluation of 2-amino-imidazol-4-one derivatives as potent β-site amyloid precursor protein cleaving enzyme 1 (BACE-1) inhibitors","Fan TY, Wu WY, Yu SP, Zhong Y, Zhao C, Chen M, Li HM, Li NG, Chen Z, Chen S, Sun ZH, Duan JA, Shi ZH.","Bioorg Med Chem Lett. 2019 Dec 15;29(24):126772. doi: 10.1016/j.bmcl.2019.126772. Epub 2019 Oct 28.","Fan TY","Bioorg Med Chem Lett","2019","2019/11/13","","","10.1016/j.bmcl.2019.126772"
"31836748","The small molecule inhibitor anle145c thermodynamically traps human islet amyloid peptide in the form of non-cytotoxic oligomers","Saravanan MS, Ryazanov S, Leonov A, Nicolai J, Praest P, Giese A, Winter R, Khemtemourian L, Griesinger C, Killian JA.","Sci Rep. 2019 Dec 13;9(1):19023. doi: 10.1038/s41598-019-54919-z.","Saravanan MS","Sci Rep","2019","2019/12/15","PMC6911113","","10.1038/s41598-019-54919-z"
"31836020","Electroacupuncture attenuates cognition impairment via anti-neuroinflammation in an Alzheimer's disease animal model","Cai M, Lee JH, Yang EJ.","J Neuroinflammation. 2019 Dec 13;16(1):264. doi: 10.1186/s12974-019-1665-3.","Cai M","J Neuroinflammation","2019","2019/12/15","PMC6909515","","10.1186/s12974-019-1665-3"
"31842463","Biological Evaluation, Molecular Docking, and SAR Studies of Novel 2-(2,4-Dihydroxyphenyl)-1H- Benzimidazole Analogues","Matysiak J, Skrzypek A, Karpińska M, Czarnecka K, Szymański P, Bajda M, Niewiadomy A.","Biomolecules. 2019 Dec 12;9(12):870. doi: 10.3390/biom9120870.","Matysiak J","Biomolecules","2019","2019/12/18","PMC6995558","","10.3390/biom9120870"
"31835741","The Environment Is a Key Factor in Determining the Anti-Amyloid Efficacy of EGCG","Sneideris T, Sakalauskas A, Sternke-Hoffmann R, Peduzzo A, Ziaunys M, Buell AK, Smirnovas V.","Biomolecules. 2019 Dec 11;9(12):855. doi: 10.3390/biom9120855.","Sneideris T","Biomolecules","2019","2019/12/15","PMC6995563","","10.3390/biom9120855"
"31724398","Amyloid Formation under Complicated Conditions in Which β(2)-Microglobulin Coexists with Its Proteolytic Fragments","Muta H, So M, Sakurai K, Kardos J, Naiki H, Goto Y.","Biochemistry. 2019 Dec 10;58(49):4925-4934. doi: 10.1021/acs.biochem.9b00917. Epub 2019 Nov 20.","Muta H","Biochemistry","2019","2019/11/15","","","10.1021/acs.biochem.9b00917"
"31591753","Organoplatinum-Substituted Polyoxometalate Inhibits β-amyloid Aggregation for Alzheimer's Therapy","Zhao J, Li K, Wan K, Sun T, Zheng N, Zhu F, Ma J, Jiao J, Li T, Ni J, Shi X, Wang H, Peng Q, Ai J, Xu W, Liu S.","Angew Chem Int Ed Engl. 2019 Dec 9;58(50):18032-18039. doi: 10.1002/anie.201910521. Epub 2019 Oct 28.","Zhao J","Angew Chem Int Ed Engl","2019","2019/10/09","","","10.1002/anie.201910521"
"31840000","MKP-1 reduces Aβ generation and alleviates cognitive impairments in Alzheimer's disease models","Du Y, Du Y, Zhang Y, Huang Z, Fu M, Li J, Pang Y, Lei P, Wang YT, Song W, He G, Dong Z.","Signal Transduct Target Ther. 2019 Dec 6;4:58. doi: 10.1038/s41392-019-0091-4. eCollection 2019.","Du Y","Signal Transduct Target Ther","2019","2019/12/17","PMC6895219","","10.1038/s41392-019-0091-4"
"31809505","C5aR agonist enhances phagocytosis of fibrillar and non-fibrillar Aβ amyloid and preserves memory in a mouse model of familial Alzheimer's disease","Panayiotou E, Fella E, Andreou S, Papacharalambous R, Gerasimou P, Costeas P, Angeli S, Kousiappa I, Papacostas S, Kyriakides T.","PLoS One. 2019 Dec 6;14(12):e0225417. doi: 10.1371/journal.pone.0225417. eCollection 2019.","Panayiotou E","PLoS One","2019","2019/12/07","PMC6897413","","10.1371/journal.pone.0225417"
"31804556","A dual inhibitor of the proteasome catalytic subunits LMP2 and Y attenuates disease progression in mouse models of Alzheimer's disease","Yeo IJ, Lee MJ, Baek A, Miller Z, Bhattarai D, Baek YM, Jeong HJ, Kim YK, Kim DE, Hong JT, Kim KB.","Sci Rep. 2019 Dec 5;9(1):18393. doi: 10.1038/s41598-019-54846-z.","Yeo IJ","Sci Rep","2019","2019/12/06","PMC6895163","","10.1038/s41598-019-54846-z"
"31323497","Effect of curcumin derivatives on hen egg white lysozyme amyloid fibrillation and their interaction study by spectroscopic methods","Cui L, Wang S, Zhang J, Wang M, Gao Y, Bai L, Zhang H, Ma G, Ba X.","Spectrochim Acta A Mol Biomol Spectrosc. 2019 Dec 5;223:117365. doi: 10.1016/j.saa.2019.117365. Epub 2019 Jul 8.","Cui L","Spectrochim Acta A Mol Biomol Spectrosc","2019","2019/07/20","","","10.1016/j.saa.2019.117365"
"31804189","Pharmacological inhibition of G9a/GLP restores cognition and reduces oxidative stress, neuroinflammation and β-Amyloid plaques in an early-onset Alzheimer's disease mouse model","Griñán-Ferré C, Marsal-García L, Bellver-Sanchis A, Kondengaden SM, Turga RC, Vázquez S, Pallàs M.","Aging (Albany NY). 2019 Dec 4;11(23):11591-11608. doi: 10.18632/aging.102558. Epub 2019 Dec 4.","Griñán-Ferré C","Aging (Albany NY)","2019","2019/12/06","PMC6932909","","10.18632/aging.102558"
"31797996","Suppressing aberrant phospholipase D1 signaling in 3xTg Alzheimer's disease mouse model promotes synaptic resilience","Bourne KZ, Natarajan C, Perez CXM, Tumurbaatar B, Taglialatela G, Krishnan B.","Sci Rep. 2019 Dec 4;9(1):18342. doi: 10.1038/s41598-019-54974-6.","Bourne KZ","Sci Rep","2019","2019/12/05","PMC6892889","","10.1038/s41598-019-54974-6"
"31701556","Tau deletion reduces plaque-associated BACE1 accumulation and decelerates plaque formation in a mouse model of Alzheimer's disease","Peters F, Salihoglu H, Pratsch K, Herzog E, Pigoni M, Sgobio C, Lichtenthaler SF, Neumann U, Herms J.","EMBO J. 2019 Dec 2;38(23):e102345. doi: 10.15252/embj.2019102345. Epub 2019 Nov 7.","Peters F","EMBO J","2019","2019/11/09","PMC6885735","","10.15252/embj.2019102345"
"31970020","An In Vitro and In Vivo Cholinesterase Inhibitory Activity of Pistacia khinjuk and Allium sativum Essential Oils","Ghajarbeygi P, Hajhoseini A, Hosseini MS, Sharifan A.","J Pharmacopuncture. 2019 Dec;22(4):231-238. doi: 10.3831/KPI.2019.22.031. Epub 2019 Dec 31.","Ghajarbeygi P","J Pharmacopuncture","2019","2020/01/24","PMC6970573","","10.3831/KPI.2019.22.031"
