PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32265649","Islet Amyloid Polypeptide: A Partner in Crime With Aβ in the Pathology of Alzheimer's Disease","Raimundo AF, Ferreira S, Martins IC, Menezes R.","Front Mol Neurosci. 2020 Mar 20;13:35. doi: 10.3389/fnmol.2020.00035. eCollection 2020.","Raimundo AF","Front Mol Neurosci","2020","2020/04/09","PMC7103646","","10.3389/fnmol.2020.00035"
"32078298","Role of α-Synuclein Regions in Nucleation and Elongation of Amyloid Fiber Assembly","Gallardo J, Escalona-Noguero C, Sot B.","ACS Chem Neurosci. 2020 Mar 18;11(6):872-879. doi: 10.1021/acschemneuro.9b00527. Epub 2020 Mar 4.","Gallardo J","ACS Chem Neurosci","2020","2020/02/21","","","10.1021/acschemneuro.9b00527"
"32187546","β-Amyloid Clustering around ASC Fibrils Boosts Its Toxicity in Microglia","Friker LL, Scheiblich H, Hochheiser IV, Brinkschulte R, Riedel D, Latz E, Geyer M, Heneka MT.","Cell Rep. 2020 Mar 17;30(11):3743-3754.e6. doi: 10.1016/j.celrep.2020.02.025.","Friker LL","Cell Rep","2020","2020/03/19","PMC8729885","NIHMS1686483","10.1016/j.celrep.2020.02.025"
"32183378","The Aggregation Conditions Define Whether EGCG is an Inhibitor or Enhancer of α-Synuclein Amyloid Fibril Formation","Sternke-Hoffmann R, Peduzzo A, Bolakhrif N, Haas R, Buell AK.","Int J Mol Sci. 2020 Mar 14;21(6):1995. doi: 10.3390/ijms21061995.","Sternke-Hoffmann R","Int J Mol Sci","2020","2020/03/19","PMC7139648","","10.3390/ijms21061995"
"32165692","Formation of distinct prion protein amyloid fibrils under identical experimental conditions","Ziaunys M, Sneideris T, Smirnovas V.","Sci Rep. 2020 Mar 12;10(1):4572. doi: 10.1038/s41598-020-61663-2.","Ziaunys M","Sci Rep","2020","2020/03/14","PMC7067779","","10.1038/s41598-020-61663-2"
"32143619","Inhibition of alpha-synuclein seeded fibril formation and toxicity by herbal medicinal extracts","Ardah MT, Ghanem SS, Abdulla SA, Lv G, Emara MM, Paleologou KE, Vaikath NN, Lu JH, Li M, Vekrellis K, Eliezer D, El-Agnaf OMA.","BMC Complement Med Ther. 2020 Mar 6;20(1):73. doi: 10.1186/s12906-020-2849-1.","Ardah MT","BMC Complement Med Ther","2020","2020/03/08","PMC7076823","","10.1186/s12906-020-2849-1"
"31846418","In vitro detection of haematogenous prions in white-tailed deer orally dosed with low concentrations of chronic wasting disease","McNulty EE, Nalls AV, Xun R, Denkers ND, Hoover EA, Mathiason CK.","J Gen Virol. 2020 Mar;101(3):347-361. doi: 10.1099/jgv.0.001367.","McNulty EE","J Gen Virol","2020","2019/12/18","PMC7416609","","10.1099/jgv.0.001367"
"32101755","Entropic Bristles Tune the Seeding Efficiency of Prion-Nucleating Fragments","Michiels E, Liu S, Gallardo R, Louros N, Mathelié-Guinlet M, Dufrêne Y, Schymkowitz J, Vorberg I, Rousseau F.","Cell Rep. 2020 Feb 25;30(8):2834-2845.e3. doi: 10.1016/j.celrep.2020.01.098.","Michiels E","Cell Rep","2020","2020/02/27","PMC7043027","","10.1016/j.celrep.2020.01.098"
"31785806","Preserved proteinase K-resistant core after amplification of alpha-synuclein aggregates: Implication to disease-related structural study","Yoshinaga S, Yamanaka T, Miyazaki H, Okuzumi A, Hiyama A, Murayama S, Nukina N.","Biochem Biophys Res Commun. 2020 Feb 12;522(3):655-661. doi: 10.1016/j.bbrc.2019.11.142. Epub 2019 Nov 28.","Yoshinaga S","Biochem Biophys Res Commun","2020","2019/12/02","","","10.1016/j.bbrc.2019.11.142"
"31909987","Human Plasma Protein Corona of Aβ Amyloid and Its Impact on Islet Amyloid Polypeptide Cross-Seeding","Nandakumar A, Xing Y, Aranha RR, Faridi A, Kakinen A, Javed I, Koppel K, Pilkington EH, Purcell AW, Davis TP, Faridi P, Ding F, Ke PC.","Biomacromolecules. 2020 Feb 10;21(2):988-998. doi: 10.1021/acs.biomac.9b01650. Epub 2020 Jan 21.","Nandakumar A","Biomacromolecules","2020","2020/01/08","PMC7067050","NIHMS1555935","10.1021/acs.biomac.9b01650"
"31829587","Design, Synthesis, and Properties of a Chemically Tethered Amyloid-β Segment Trimer Resistant to Intertrimer Mis-aggregation","Shinoda K, Kanai M, Sohma Y.","J Org Chem. 2020 Feb 7;85(3):1635-1643. doi: 10.1021/acs.joc.9b02612. Epub 2019 Dec 26.","Shinoda K","J Org Chem","2020","2019/12/13","","","10.1021/acs.joc.9b02612"
"31986005","Near-Infrared Responsive Dopamine/Melatonin-Derived Nanocomposites Abrogating in Situ Amyloid β Nucleation, Propagation, and Ameliorate Neuronal Functions","Srivastava AK, Roy Choudhury S, Karmakar S.","ACS Appl Mater Interfaces. 2020 Feb 5;12(5):5658-5670. doi: 10.1021/acsami.9b22214. Epub 2020 Jan 27.","Srivastava AK","ACS Appl Mater Interfaces","2020","2020/01/28","","","10.1021/acsami.9b22214"
"31920071","A Hybrid Model to Study Amyloid Cross-Toxicity","Henriquez G, Mendez L, Narayan M.","ACS Chem Neurosci. 2020 Feb 5;11(3):228-230. doi: 10.1021/acschemneuro.9b00692. Epub 2020 Jan 10.","Henriquez G","ACS Chem Neurosci","2020","2020/01/11","","","10.1021/acschemneuro.9b00692"
"31895541","Kinetic Variability in Seeded Formation of ALS-Linked SOD1 Fibrils Across Multiple Generations","Baumer KM, Koone JC, Shaw BF.","ACS Chem Neurosci. 2020 Feb 5;11(3):304-313. doi: 10.1021/acschemneuro.9b00464. Epub 2020 Jan 15.","Baumer KM","ACS Chem Neurosci","2020","2020/01/03","","","10.1021/acschemneuro.9b00464"
"31944100","Direct Interaction between the β-Amyloid Core and Tau Facilitates Cross-Seeding: A Novel Target for Therapeutic Intervention","Tripathi T, Khan H.","Biochemistry. 2020 Feb 4;59(4):341-342. doi: 10.1021/acs.biochem.9b01087. Epub 2020 Jan 16.","Tripathi T","Biochemistry","2020","2020/01/17","","","10.1021/acs.biochem.9b01087"
"31835184","Myricetin inhibits amyloid fibril formation of globular proteins by stabilizing the native structures","Prajapati KP, Singh AP, Dubey K, Ansari M, Temgire M, Anand BG, Kar K.","Colloids Surf B Biointerfaces. 2020 Feb;186:110640. doi: 10.1016/j.colsurfb.2019.110640. Epub 2019 Nov 11.","Prajapati KP","Colloids Surf B Biointerfaces","2020","2019/12/14","","","10.1016/j.colsurfb.2019.110640"
"31531680","What is strain in neurodegenerative diseases?","Tian Y, Meng L, Zhang Z.","Cell Mol Life Sci. 2020 Feb;77(4):665-676. doi: 10.1007/s00018-019-03298-9. Epub 2019 Sep 17.","Tian Y","Cell Mol Life Sci","2020","2019/09/19","","","10.1007/s00018-019-03298-9"
"31759806","Amyloid-Beta (Aβ) Plaques Promote Seeding and Spreading of Alpha-Synuclein and Tau in a Mouse Model of Lewy Body Disorders with Aβ Pathology","Bassil F, Brown HJ, Pattabhiraman S, Iwasyk JE, Maghames CM, Meymand ES, Cox TO, Riddle DM, Zhang B, Trojanowski JQ, Lee VM.","Neuron. 2020 Jan 22;105(2):260-275.e6. doi: 10.1016/j.neuron.2019.10.010. Epub 2019 Nov 20.","Bassil F","Neuron","2020","2019/11/25","PMC6981053","NIHMS1545125","10.1016/j.neuron.2019.10.010"
"31805282","Amyloid-Forming Segment Induces Aggregation of FUS-LC Domain from Phase Separation Modulated by Site-Specific Phosphorylation","Ding X, Sun F, Chen J, Chen L, Tobin-Miyaji Y, Xue S, Qiang W, Luo SZ.","J Mol Biol. 2020 Jan 17;432(2):467-483. doi: 10.1016/j.jmb.2019.11.017. Epub 2019 Dec 2.","Ding X","J Mol Biol","2020","2019/12/06","","","10.1016/j.jmb.2019.11.017"
"31895037","Inhibition of synucleinopathic seeding by rationally designed inhibitors","Sangwan S, Sahay S, Murray KA, Morgan S, Guenther EL, Jiang L, Williams CK, Vinters HV, Goedert M, Eisenberg DS.","Elife. 2020 Jan 2;9:e46775. doi: 10.7554/eLife.46775.","Sangwan S","Elife","2020","2020/01/03","PMC6977966","","10.7554/eLife.46775"
"32958234","One or more β-amyloid(s)? New insights into the prion-like nature of Alzheimer's disease","Catania M, Di Fede G.","Prog Mol Biol Transl Sci. 2020;175:213-237. doi: 10.1016/bs.pmbts.2020.07.003. Epub 2020 Aug 28.","Catania M","Prog Mol Biol Transl Sci","2020","2020/09/22","","","10.1016/bs.pmbts.2020.07.003"
"32508330","Soluble endogenous oligomeric α-synuclein species in neurodegenerative diseases: Expression, spreading, and cross-talk","Kayed R, Dettmer U, Lesné SE.","J Parkinsons Dis. 2020;10(3):791-818. doi: 10.3233/JPD-201965.","Kayed R","J Parkinsons Dis","2020","2020/06/09","PMC7458533","","10.3233/JPD-201965"
"31099449","Aβ oligomers trigger and accelerate Aβ seeding","Katzmarski N, Ziegler-Waldkirch S, Scheffler N, Witt C, Abou-Ajram C, Nuscher B, Prinz M, Haass C, Meyer-Luehmann M.","Brain Pathol. 2020 Jan;30(1):36-45. doi: 10.1111/bpa.12734. Epub 2019 Jun 5.","Katzmarski N","Brain Pathol","2020","2019/05/18","PMC6916291","","10.1111/bpa.12734"
"31878336","Dampened Slow Oscillation Connectivity Anticipates Amyloid Deposition in the PS2APP Mouse Model of Alzheimer's Disease","Leparulo A, Mahmud M, Scremin E, Pozzan T, Vassanelli S, Fasolato C.","Cells. 2019 Dec 24;9(1):54. doi: 10.3390/cells9010054.","Leparulo A","Cells","2019","2019/12/28","PMC7016892","","10.3390/cells9010054"
"31647489","Fundamentals of cross-seeding of amyloid proteins: an introduction","Ren B, Zhang Y, Zhang M, Liu Y, Zhang D, Gong X, Feng Z, Tang J, Chang Y, Zheng J.","J Mater Chem B. 2019 Dec 14;7(46):7267-7282. doi: 10.1039/c9tb01871a. Epub 2019 Oct 24.","Ren B","J Mater Chem B","2019","2019/10/25","","","10.1039/c9tb01871a"
"31430565","Amyloid cross-seeding raises new dimensions to understanding of amyloidogenesis mechanism","Chaudhuri P, Prajapati KP, Anand BG, Dubey K, Kar K.","Ageing Res Rev. 2019 Dec;56:100937. doi: 10.1016/j.arr.2019.100937. Epub 2019 Aug 17.","Chaudhuri P","Ageing Res Rev","2019","2019/08/21","","","10.1016/j.arr.2019.100937"
"31414210","Aβ-induced acceleration of Alzheimer-related τ-pathology spreading and its association with prion protein","Gomes LA, Hipp SA, Rijal Upadhaya A, Balakrishnan K, Ospitalieri S, Koper MJ, Largo-Barrientos P, Uytterhoeven V, Reichwald J, Rabe S, Vandenberghe R, von Arnim CAF, Tousseyn T, Feederle R, Giudici C, Willem M, Staufenbiel M, Thal DR.","Acta Neuropathol. 2019 Dec;138(6):913-941. doi: 10.1007/s00401-019-02053-5. Epub 2019 Aug 14.","Gomes LA","Acta Neuropathol","2019","2019/08/16","","","10.1007/s00401-019-02053-5"
"31783644","Zinc Binding to Tau Influences Aggregation Kinetics and Oligomer Distribution","Moreira GG, Cristóvão JS, Torres VM, Carapeto AP, Rodrigues MS, Landrieu I, Cordeiro C, Gomes CM.","Int J Mol Sci. 2019 Nov 27;20(23):5979. doi: 10.3390/ijms20235979.","Moreira GG","Int J Mol Sci","2019","2019/12/01","PMC6928861","","10.3390/ijms20235979"
"31772376","Increased Dynamics of α-Synuclein Fibrils by β-Synuclein Leads to Reduced Seeding and Cytotoxicity","Yang X, Williams JK, Yan R, Mouradian MM, Baum J.","Sci Rep. 2019 Nov 26;9(1):17579. doi: 10.1038/s41598-019-54063-8.","Yang X","Sci Rep","2019","2019/11/28","PMC6879756","","10.1038/s41598-019-54063-8"
"31787880","Different Amyloid-β Self-Assemblies Have Distinct Effects on Intracellular Tau Aggregation","Shin WS, Di J, Murray KA, Sun C, Li B, Bitan G, Jiang L.","Front Mol Neurosci. 2019 Nov 8;12:268. doi: 10.3389/fnmol.2019.00268. eCollection 2019.","Shin WS","Front Mol Neurosci","2019","2019/12/03","PMC6856013","","10.3389/fnmol.2019.00268"
"31161647","Structural Mechanism of Barriers to Interspecies Seeding Transmissibility of Full-Length Prion Protein Amyloid","Ma T, Deng J, Ma S, Zhao W, Chang Z, Yu K, Yang J.","Chembiochem. 2019 Nov 4;20(21):2757-2766. doi: 10.1002/cbic.201900218. Epub 2019 Oct 15.","Ma T","Chembiochem","2019","2019/06/05","","","10.1002/cbic.201900218"
"31695184","Structures of fibrils formed by α-synuclein hereditary disease mutant H50Q reveal new polymorphs","Boyer DR, Li B, Sun C, Fan W, Sawaya MR, Jiang L, Eisenberg DS.","Nat Struct Mol Biol. 2019 Nov;26(11):1044-1052. doi: 10.1038/s41594-019-0322-y. Epub 2019 Nov 6.","Boyer DR","Nat Struct Mol Biol","2019","2019/11/08","PMC6907165","NIHMS1540820","10.1038/s41594-019-0322-y"
"31537646","Structure-based inhibitors halt prion-like seeding by Alzheimer's disease-and tauopathy-derived brain tissue samples","Seidler PM, Boyer DR, Murray KA, Yang TP, Bentzel M, Sawaya MR, Rosenberg G, Cascio D, Williams CK, Newell KL, Ghetti B, DeTure MA, Dickson DW, Vinters HV, Eisenberg DS.","J Biol Chem. 2019 Nov 1;294(44):16451-16464. doi: 10.1074/jbc.RA119.009688. Epub 2019 Sep 19.","Seidler PM","J Biol Chem","2019","2019/09/21","PMC6827308","","10.1074/jbc.RA119.009688"
"31395625","Molecular pathology of neurodegenerative diseases: principles and practice","Kovacs GG.","J Clin Pathol. 2019 Nov;72(11):725-735. doi: 10.1136/jclinpath-2019-205952. Epub 2019 Aug 8.","Kovacs GG","J Clin Pathol","2019","2019/08/10","","","10.1136/jclinpath-2019-205952"
"31627745","Amyloid β-protein oligomers promote the uptake of tau fibril seeds potentiating intracellular tau aggregation","Shin WS, Di J, Cao Q, Li B, Seidler PM, Murray KA, Bitan G, Jiang L.","Alzheimers Res Ther. 2019 Oct 18;11(1):86. doi: 10.1186/s13195-019-0541-9.","Shin WS","Alzheimers Res Ther","2019","2019/10/20","PMC6800506","","10.1186/s13195-019-0541-9"
"31532176","Distinct Primary Nucleation of Polymorphic Aβ Dimers Yields to Distinguished Fibrillation Pathways","Press-Sandler O, Miller Y.","ACS Chem Neurosci. 2019 Oct 16;10(10):4407-4413. doi: 10.1021/acschemneuro.9b00437. Epub 2019 Sep 26.","Press-Sandler O","ACS Chem Neurosci","2019","2019/09/19","","","10.1021/acschemneuro.9b00437"
"31612856","Structure-based inhibitors of amyloid beta core suggest a common interface with tau","Griner SL, Seidler P, Bowler J, Murray KA, Yang TP, Sahay S, Sawaya MR, Cascio D, Rodriguez JA, Philipp S, Sosna J, Glabe CG, Gonen T, Eisenberg DS.","Elife. 2019 Oct 15;8:e46924. doi: 10.7554/eLife.46924.","Griner SL","Elife","2019","2019/10/16","PMC6850776","","10.7554/eLife.46924"
"31632238","Aβ Seeding as a Tool to Study Cerebral Amyloidosis and Associated Pathology","Friesen M, Meyer-Luehmann M.","Front Mol Neurosci. 2019 Oct 2;12:233. doi: 10.3389/fnmol.2019.00233. eCollection 2019.","Friesen M","Front Mol Neurosci","2019","2019/10/22","PMC6783493","","10.3389/fnmol.2019.00233"
"30935958","Impact of N-glycosylation site variants during human PrP aggregation and fibril nucleation","Mishra R, Elgland M, Begum A, Fyrner T, Konradsson P, Nyström S, Hammarström P.","Biochim Biophys Acta Proteins Proteom. 2019 Oct;1867(10):909-921. doi: 10.1016/j.bbapap.2019.03.010. Epub 2019 Mar 30.","Mishra R","Biochim Biophys Acta Proteins Proteom","2019","2019/04/03","","","10.1016/j.bbapap.2019.03.010"
"31547531","Microbiome Influence in the Pathogenesis of Prion and Alzheimer's Diseases","D'Argenio V, Sarnataro D.","Int J Mol Sci. 2019 Sep 23;20(19):4704. doi: 10.3390/ijms20194704.","D'Argenio V","Int J Mol Sci","2019","2019/09/25","PMC6801937","","10.3390/ijms20194704"
"31547024","The Role of Protein Misfolding and Tau Oligomers (TauOs) in Alzheimer's Disease (AD)","Mroczko B, Groblewska M, Litman-Zawadzka A.","Int J Mol Sci. 2019 Sep 20;20(19):4661. doi: 10.3390/ijms20194661.","Mroczko B","Int J Mol Sci","2019","2019/09/25","PMC6802364","","10.3390/ijms20194661"
"31295458","Structural Insights into α-Synuclein Fibril Polymorphism: Effects of Parkinson's Disease-Related C-Terminal Truncations","Ni X, McGlinchey RP, Jiang J, Lee JC.","J Mol Biol. 2019 Sep 6;431(19):3913-3919. doi: 10.1016/j.jmb.2019.07.001. Epub 2019 Jul 8.","Ni X","J Mol Biol","2019","2019/07/12","PMC6733637","NIHMS1535697","10.1016/j.jmb.2019.07.001"
"31508228","Beyond the synucleinopathies: alpha synuclein as a driving force in neurodegenerative comorbidities","Visanji NP, Lang AE, Kovacs GG.","Transl Neurodegener. 2019 Sep 4;8:28. doi: 10.1186/s40035-019-0172-x. eCollection 2019.","Visanji NP","Transl Neurodegener","2019","2019/09/12","PMC6727368","","10.1186/s40035-019-0172-x"
"31305063","The Era of Neurodegenerative Metastasis","Narayan M.","ACS Chem Neurosci. 2019 Aug 21;10(8):3346-3348. doi: 10.1021/acschemneuro.9b00371. Epub 2019 Jul 15.","Narayan M","ACS Chem Neurosci","2019","2019/07/16","","","10.1021/acschemneuro.9b00371"
"31371504","Desmin forms toxic, seeding-competent amyloid aggregates that persist in muscle fibers","Kedia N, Arhzaouy K, Pittman SK, Sun Y, Batchelor M, Weihl CC, Bieschke J.","Proc Natl Acad Sci U S A. 2019 Aug 20;116(34):16835-16840. doi: 10.1073/pnas.1908263116. Epub 2019 Aug 1.","Kedia N","Proc Natl Acad Sci U S A","2019","2019/08/03","PMC6708308","","10.1073/pnas.1908263116"
"31447771","Gangliosides: Treatment Avenues in Neurodegenerative Disease","Magistretti PJ, Geisler FH, Schneider JS, Li PA, Fiumelli H, Sipione S.","Front Neurol. 2019 Aug 6;10:859. doi: 10.3389/fneur.2019.00859. eCollection 2019.","Magistretti PJ","Front Neurol","2019","2019/08/27","PMC6691137","","10.3389/fneur.2019.00859"
"31235932","TREM2 function impedes tau seeding in neuritic plaques","Leyns CEG, Gratuze M, Narasimhan S, Jain N, Koscal LJ, Jiang H, Manis M, Colonna M, Lee VMY, Ulrich JD, Holtzman DM.","Nat Neurosci. 2019 Aug;22(8):1217-1222. doi: 10.1038/s41593-019-0433-0. Epub 2019 Jun 24.","Leyns CEG","Nat Neurosci","2019","2019/06/26","PMC6660358","NIHMS1530054","10.1038/s41593-019-0433-0"
"30982957","Sensitive detection of glucagon aggregation using amyloid fibril-specific antibodies","Stimple SD, Kalyoncu S, Desai AA, Mogensen JE, Spang LT, Asgreen DJ, Staby A, Tessier PM.","Biotechnol Bioeng. 2019 Aug;116(8):1868-1877. doi: 10.1002/bit.26994. Epub 2019 May 8.","Stimple SD","Biotechnol Bioeng","2019","2019/04/16","","","10.1002/bit.26994"
"30995514","Oleuropein aglycone and hydroxytyrosol interfere differently with toxic Aβ(1-42) aggregation","Leri M, Natalello A, Bruzzone E, Stefani M, Bucciantini M.","Food Chem Toxicol. 2019 Jul;129:1-12. doi: 10.1016/j.fct.2019.04.015. Epub 2019 Apr 14.","Leri M","Food Chem Toxicol","2019","2019/04/18","","","10.1016/j.fct.2019.04.015"
"31253170","Human amyloid-β enriched extracts: evaluation of in vitro and in vivo internalization and molecular characterization","Pedrero-Prieto CM, Flores-Cuadrado A, Saiz-Sánchez D, Úbeda-Bañón I, Frontiñán-Rubio J, Alcaín FJ, Mateos-Hernández L, de la Fuente J, Durán-Prado M, Villar M, Martínez-Marcos A, Peinado JR.","Alzheimers Res Ther. 2019 Jun 29;11(1):56. doi: 10.1186/s13195-019-0513-0.","Pedrero-Prieto CM","Alzheimers Res Ther","2019","2019/06/30","PMC6599264","","10.1186/s13195-019-0513-0"
"30977257","An Original Monomer Sampling from a Ready-Made Aβ(42) NMR Fibril Suggests a Turn-β-Strand Synergetic Seeding Mechanism","Liu C, Zhao W, Xing X, Shi H, Kang B, Liu H, Li P, Ai H.","Chemphyschem. 2019 Jun 17;20(12):1649-1660. doi: 10.1002/cphc.201801137. Epub 2019 May 22.","Liu C","Chemphyschem","2019","2019/04/13","","","10.1002/cphc.201801137"
"31196223","Sporadic Creutzfeldt-Jakob disease prion infection of human cerebral organoids","Groveman BR, Foliaki ST, Orru CD, Zanusso G, Carroll JA, Race B, Haigh CL.","Acta Neuropathol Commun. 2019 Jun 14;7(1):90. doi: 10.1186/s40478-019-0742-2.","Groveman BR","Acta Neuropathol Commun","2019","2019/06/15","PMC6567389","","10.1186/s40478-019-0742-2"
"31285742","Early Electrophysiological Disintegration of Hippocampal Neural Networks in a Novel Locus Coeruleus Tau-Seeding Mouse Model of Alzheimer's Disease","Ahnaou A, Walsh C, Manyakov NV, Youssef SA, Drinkenburg WH.","Neural Plast. 2019 Jun 12;2019:6981268. doi: 10.1155/2019/6981268. eCollection 2019.","Ahnaou A","Neural Plast","2019","2019/07/10","PMC6594257","","10.1155/2019/6981268"
"30982806","Estimation of prion infectivity in tissues of cattle infected with atypical BSE by real time-quaking induced conversion assay","Sawada K, Suzuki A, Yamasaki T, Iwamaru Y, Matsuura Y, Miyazawa K, Masujin K, Atarashi R, Horiuchi M.","J Vet Med Sci. 2019 Jun 6;81(6):846-850. doi: 10.1292/jvms.19-0003. Epub 2019 Apr 15.","Sawada K","J Vet Med Sci","2019","2019/04/16","PMC6612489","","10.1292/jvms.19-0003"
"31097588","Molecular structure of an N-terminal phosphorylated β-amyloid fibril","Hu ZW, Vugmeyster L, Au DF, Ostrovsky D, Sun Y, Qiang W.","Proc Natl Acad Sci U S A. 2019 Jun 4;116(23):11253-11258. doi: 10.1073/pnas.1818530116. Epub 2019 May 16.","Hu ZW","Proc Natl Acad Sci U S A","2019","2019/05/18","PMC6561245","","10.1073/pnas.1818530116"
"30790619","Sequence- and seed-structure-dependent polymorphic fibrils of alpha-synuclein","Tanaka G, Yamanaka T, Furukawa Y, Kajimura N, Mitsuoka K, Nukina N.","Biochim Biophys Acta Mol Basis Dis. 2019 Jun 1;1865(6):1410-1420. doi: 10.1016/j.bbadis.2019.02.013. Epub 2019 Feb 18.","Tanaka G","Biochim Biophys Acta Mol Basis Dis","2019","2019/02/22","","","10.1016/j.bbadis.2019.02.013"
"30603982","Segments in the Amyloid Core that Distinguish Hamster from Mouse Prion Fibrils","Shen HC, Chen YH, Lin YS, Chu BK, Liang CS, Yang CC, Chen RP.","Neurochem Res. 2019 Jun;44(6):1399-1409. doi: 10.1007/s11064-018-02709-w. Epub 2019 Jan 2.","Shen HC","Neurochem Res","2019","2019/01/04","","","10.1007/s11064-018-02709-w"
"31049495","Photo-oxygenation inhibits tau amyloid formation","Suzuki T , Hori Y , Sawazaki T , Shimizu Y , Nemoto Y , Taniguchi A , Ozawa S , Sohma Y , Kanai M , Tomita T .","Chem Commun (Camb). 2019 May 28;55(44):6165-6168. doi: 10.1039/c9cc01728c.","Suzuki T","Chem Commun (Camb)","2019","2019/05/04","","","10.1039/c9cc01728c"
"31021591","Self-Assembly of Artificial Sweetener Aspartame Yields Amyloid-like Cytotoxic Nanostructures","Anand BG, Prajapati KP, Dubey K, Ahamad N, Shekhawat DS, Rath PC, Joseph GK, Kar K.","ACS Nano. 2019 May 28;13(5):6033-6049. doi: 10.1021/acsnano.9b02284. Epub 2019 May 6.","Anand BG","ACS Nano","2019","2019/04/26","","","10.1021/acsnano.9b02284"
"30999745","Rapid Fragmentation during Seeded Lysozyme Aggregation Revealed at the Single Molecule Level","Kubánková M, Lin X, Albrecht T, Edel JB, Kuimova MK.","Anal Chem. 2019 May 21;91(10):6880-6886. doi: 10.1021/acs.analchem.9b01221. Epub 2019 May 1.","Kubánková M","Anal Chem","2019","2019/04/20","","","10.1021/acs.analchem.9b01221"
"31109380","Endogenous mouse huntingtin is highly abundant in cranial nerve nuclei, co-aggregates to Abeta plaques and is induced in reactive astrocytes in a transgenic mouse model of Alzheimer's disease","Hartlage-Rübsamen M, Ratz V, Zeitschel U, Finzel L, Machner L, Köppen J, Schulze A, Demuth HU, von Hörsten S, Höfling C, Roßner S.","Acta Neuropathol Commun. 2019 May 20;7(1):79. doi: 10.1186/s40478-019-0726-2.","Hartlage-Rübsamen M","Acta Neuropathol Commun","2019","2019/05/22","PMC6526682","","10.1186/s40478-019-0726-2"
"30707008","Electric Field Disruption of Amyloid Aggregation: Potential Noninvasive Therapy for Alzheimer's Disease","Saikia J, Pandey G, Sasidharan S, Antony F, Nemade HB, Kumar S, Chaudhary N, Ramakrishnan V.","ACS Chem Neurosci. 2019 May 15;10(5):2250-2262. doi: 10.1021/acschemneuro.8b00490. Epub 2019 Feb 15.","Saikia J","ACS Chem Neurosci","2019","2019/02/02","","","10.1021/acschemneuro.8b00490"
"31071138","Comparison of conventional, amplification and bio-assay detection methods for a chronic wasting disease inoculum pool","McNulty E, Nalls AV, Mellentine S, Hughes E, Pulscher L, Hoover EA, Mathiason CK.","PLoS One. 2019 May 9;14(5):e0216621. doi: 10.1371/journal.pone.0216621. eCollection 2019.","McNulty E","PLoS One","2019","2019/05/10","PMC6508678","","10.1371/journal.pone.0216621"
"31143694","The neuroprotective mechanism of cinnamaldehyde against amyloid-β in neuronal SHSY5Y cell line: The role of N-methyl-D-aspartate, ryanodine, and adenosine receptors and glycogen synthase kinase-3β","Emamghoreishi M, Farrokhi MR, Amiri A, Keshavarz M.","Avicenna J Phytomed. 2019 May-Jun;9(3):271-280.","Emamghoreishi M","Avicenna J Phytomed","2019","2019/05/31","PMC6526042","",""
"30787102","In vivo localization of human acetylcholinesterase-derived species in a β-sheet conformation at the core of senile plaques in Alzheimer's disease","Jean L, Brimijoin S, Vaux DJ.","J Biol Chem. 2019 Apr 19;294(16):6253-6272. doi: 10.1074/jbc.RA118.006230. Epub 2019 Feb 20.","Jean L","J Biol Chem","2019","2019/02/22","PMC6484111","","10.1074/jbc.RA118.006230"
"30979935","Ultrasonication-based rapid amplification of α-synuclein aggregates in cerebrospinal fluid","Kakuda K, Ikenaka K, Araki K, So M, Aguirre C, Kajiyama Y, Konaka K, Noi K, Baba K, Tsuda H, Nagano S, Ohmichi T, Nagai Y, Tokuda T, El-Agnaf OMA, Ogi H, Goto Y, Mochizuki H.","Sci Rep. 2019 Apr 12;9(1):6001. doi: 10.1038/s41598-019-42399-0.","Kakuda K","Sci Rep","2019","2019/04/14","PMC6461702","","10.1038/s41598-019-42399-0"
"30733338","A pair of peptides inhibits seeding of the hormone transporter transthyretin into amyloid fibrils","Saelices L, Nguyen BA, Chung K, Wang Y, Ortega A, Lee JH, Coelho T, Bijzet J, Benson MD, Eisenberg DS.","J Biol Chem. 2019 Apr 12;294(15):6130-6141. doi: 10.1074/jbc.RA118.005257. Epub 2019 Feb 7.","Saelices L","J Biol Chem","2019","2019/02/09","PMC6463714","","10.1074/jbc.RA118.005257"
"30961668","The characterization of AD/PART co-pathology in CJD suggests independent pathogenic mechanisms and no cross-seeding between misfolded Aβ and prion proteins","Rossi M, Kai H, Baiardi S, Bartoletti-Stella A, Carlà B, Zenesini C, Capellari S, Kitamoto T, Parchi P.","Acta Neuropathol Commun. 2019 Apr 8;7(1):53. doi: 10.1186/s40478-019-0706-6.","Rossi M","Acta Neuropathol Commun","2019","2019/04/10","PMC6454607","","10.1186/s40478-019-0706-6"
"30721409","Aggregated Tau activates NLRP3-ASC inflammasome exacerbating exogenously seeded and non-exogenously seeded Tau pathology in vivo","Stancu IC, Cremers N, Vanrusselt H, Couturier J, Vanoosthuyse A, Kessels S, Lodder C, Brône B, Huaux F, Octave JN, Terwel D, Dewachter I.","Acta Neuropathol. 2019 Apr;137(4):599-617. doi: 10.1007/s00401-018-01957-y. Epub 2019 Feb 5.","Stancu IC","Acta Neuropathol","2019","2019/02/06","PMC6426830","","10.1007/s00401-018-01957-y"
