PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34175689","C-terminal truncation of α-synuclein alters DNA structure from extension to compaction","Jiang K, Rocha S, Kumar R, Westerlund F, Wittung-Stafshede P.","Biochem Biophys Res Commun. 2021 Sep 3;568:43-47. doi: 10.1016/j.bbrc.2021.06.059. Epub 2021 Jun 25.","Jiang K","Biochem Biophys Res Commun","2021","2021/06/27","","","10.1016/j.bbrc.2021.06.059"
"34473176","Unveiling the interaction of protein fibrils with gold nanoparticles by plasmon enhanced nano-spectroscopy","Capocefalo A, Deckert-Gaudig T, Brasili F, Postorino P, Deckert V.","Nanoscale. 2021 Sep 2;13(34):14469-14479. doi: 10.1039/d1nr03190b.","Capocefalo A","Nanoscale","2021","2021/09/02","","","10.1039/d1nr03190b"
"34572312","Alzheimer's Disease: A Molecular View of β-Amyloid Induced Morbific Events","Mohamed Asik R, Suganthy N, Aarifa MA, Kumar A, Szigeti K, Mathe D, Gulyás B, Archunan G, Padmanabhan P.","Biomedicines. 2021 Sep 1;9(9):1126. doi: 10.3390/biomedicines9091126.","Mohamed Asik R","Biomedicines","2021","2021/09/28","PMC8468668","","10.3390/biomedicines9091126"
"34474828","The curvature of gold nanoparticles influences the exposure of amyloid-β and modulates its aggregation process","Tapia-Arellano A, Gallardo-Toledo E, Celis F, Rivera R, Moglia I, Campos M, Carulla N, Baez M, Kogan MJ.","Mater Sci Eng C Mater Biol Appl. 2021 Sep;128:112269. doi: 10.1016/j.msec.2021.112269. Epub 2021 Jun 23.","Tapia-Arellano A","Mater Sci Eng C Mater Biol Appl","2021","2021/09/03","","","10.1016/j.msec.2021.112269"
"34467855","The dual role of amyloid-β-sheet sequences in the cell surface properties of FLO11-encoded flocculins in Saccharomyces cerevisiae","Bouyx C, Schiavone M, Teste MA, Dague E, Sieczkowski N, Julien A, François JM.","Elife. 2021 Sep 1;10:e68592. doi: 10.7554/eLife.68592.","Bouyx C","Elife","2021","2021/09/01","PMC8457840","","10.7554/eLife.68592"
"34446931","Microglial activation and tau propagate jointly across Braak stages","Pascoal TA, Benedet AL, Ashton NJ, Kang MS, Therriault J, Chamoun M, Savard M, Lussier FZ, Tissot C, Karikari TK, Ottoy J, Mathotaarachchi S, Stevenson J, Massarweh G, Schöll M, de Leon MJ, Soucy JP, Edison P, Blennow K, Zetterberg H, Gauthier S, Rosa-Neto P.","Nat Med. 2021 Sep;27(9):1592-1599. doi: 10.1038/s41591-021-01456-w. Epub 2021 Aug 26.","Pascoal TA","Nat Med","2021","2021/08/27","","","10.1038/s41591-021-01456-w"
"34416235","A familial Danish dementia rat shows impaired presynaptic and postsynaptic glutamatergic transmission","Yin T, Yao W, Norris KA, D'Adamio L.","J Biol Chem. 2021 Sep;297(3):101089. doi: 10.1016/j.jbc.2021.101089. Epub 2021 Aug 18.","Yin T","J Biol Chem","2021","2021/08/20","PMC8429969","","10.1016/j.jbc.2021.101089"
"34375641","Alzheimer's disease BIN1 coding variants increase intracellular Aβ levels by interfering with BACE1 recycling","Perdigão C, Barata MA, Burrinha T, Guimas Almeida C.","J Biol Chem. 2021 Sep;297(3):101056. doi: 10.1016/j.jbc.2021.101056. Epub 2021 Aug 8.","Perdigão C","J Biol Chem","2021","2021/08/10","PMC8413894","","10.1016/j.jbc.2021.101056"
"34343891","Structural significance of Neprylysin from Streptococcus suis GZ1 in the degradation of Aβ peptides, a causative agent in Alzheimer's disease","Kamble S, Barale S, Dhanavade M, Sonawane K.","Comput Biol Med. 2021 Sep;136:104691. doi: 10.1016/j.compbiomed.2021.104691. Epub 2021 Jul 27.","Kamble S","Comput Biol Med","2021","2021/08/03","","","10.1016/j.compbiomed.2021.104691"
"34297165","The role of transthyretin in cell biology: impact on human pathophysiology","Magalhães J, Eira J, Liz MA.","Cell Mol Life Sci. 2021 Sep;78(17-18):6105-6117. doi: 10.1007/s00018-021-03899-3. Epub 2021 Jul 23.","Magalhães J","Cell Mol Life Sci","2021","2021/07/23","","","10.1007/s00018-021-03899-3"
"34116425","Interactions of copper and copper chelate compounds with the amyloid beta peptide: An investigation into electrochemistry, reactive oxygen species and peptide aggregation","Crnich E, Lullo R, Tabaka A, Havens MA, Kissel DS.","J Inorg Biochem. 2021 Sep;222:111493. doi: 10.1016/j.jinorgbio.2021.111493. Epub 2021 May 29.","Crnich E","J Inorg Biochem","2021","2021/06/11","","","10.1016/j.jinorgbio.2021.111493"
"34111714","Weaning at 30, 75 and 180 days: Comparison between immune responses of beef calves","de Souza Teixeira O, Kuczynski da Rocha M, Gil Sessim A, Dezordi Sartori E, Machado da Rosa Y, Muniz de Oliveira MC, Abud Lima J, Andrighetto Canozzi ME, Urdapilleta Tarouco J, de Faria Valle S, McManus C, Jardim Barcellos JO.","Res Vet Sci. 2021 Sep;138:53-61. doi: 10.1016/j.rvsc.2021.06.002. Epub 2021 Jun 2.","de Souza Teixeira O","Res Vet Sci","2021","2021/06/10","","","10.1016/j.rvsc.2021.06.002"
"34090976","Surface-modified magnetite nanoparticles affect lysozyme amyloid fibrillization","Antosova A, Gancar M, Bednarikova Z, Marek J, Zahn D, Dutz S, Gazova Z.","Biochim Biophys Acta Gen Subj. 2021 Sep;1865(9):129941. doi: 10.1016/j.bbagen.2021.129941. Epub 2021 Jun 6.","Antosova A","Biochim Biophys Acta Gen Subj","2021","2021/06/06","","","10.1016/j.bbagen.2021.129941"
"34048844","Cerebral microbleeds in vascular dementia from clinical aspects to host-microbial interaction","Tonomura S, Gyanwali B.","Neurochem Int. 2021 Sep;148:105073. doi: 10.1016/j.neuint.2021.105073. Epub 2021 May 25.","Tonomura S","Neurochem Int","2021","2021/05/28","","","10.1016/j.neuint.2021.105073"
"33624334","Accumulation of cellular prion protein within β-amyloid oligomer plaques in aged human brains","Takahashi RH, Yokotsuka M, Tobiume M, Sato Y, Hasegawa H, Nagao T, Gouras GK.","Brain Pathol. 2021 Sep;31(5):e12941. doi: 10.1111/bpa.12941. Epub 2021 Feb 23.","Takahashi RH","Brain Pathol","2021","2021/02/24","PMC8412093","","10.1111/bpa.12941"
"34454574","Extracellular protein components of amyloid plaques and their roles in Alzheimer's disease pathology","Rahman MM, Lendel C.","Mol Neurodegener. 2021 Aug 28;16(1):59. doi: 10.1186/s13024-021-00465-0.","Rahman MM","Mol Neurodegener","2021","2021/08/29","PMC8400902","","10.1186/s13024-021-00465-0"
"34413194","Genome-wide screen identifies curli amyloid fibril as a bacterial component promoting host neurodegeneration","Wang C, Lau CY, Ma F, Zheng C.","Proc Natl Acad Sci U S A. 2021 Aug 24;118(34):e2106504118. doi: 10.1073/pnas.2106504118.","Wang C","Proc Natl Acad Sci U S A","2021","2021/08/20","PMC8403922","","10.1073/pnas.2106504118"
"34477745","Photothermally switchable peptide nanostructures towards modulating catalytic hydrolase activity","Singh A , Joseph JP , Gupta D , Miglani C , Mavlankar NA , Pal A .","Nanoscale. 2021 Aug 21;13(31):13401-13409. doi: 10.1039/d1nr03655f. Epub 2021 Jul 29.","Singh A","Nanoscale","2021","2021/09/03","","","10.1039/d1nr03655f"
"34381976","The amyloid-inhibiting NCAM-PrP peptide targets Aβ peptide aggregation in membrane-mimetic environments","Król S, Österlund N, Vosough F, Jarvet J, Wärmländer S, Barth A, Ilag LL, Magzoub M, Gräslund A, Mörman C.","iScience. 2021 Jul 10;24(8):102852. doi: 10.1016/j.isci.2021.102852. eCollection 2021 Aug 20.","Król S","iScience","2021","2021/08/12","PMC8340127","","10.1016/j.isci.2021.102852"
"34485269","ZiBuPiYin Recipe Prevented and Treated Cognitive Decline in ZDF Rats With Diabetes-Associated Cognitive Decline via Microbiota-Gut-Brain Axis Dialogue","Bi T, Feng R, Zhan L, Ren W, Lu X.","Front Cell Dev Biol. 2021 Aug 18;9:651517. doi: 10.3389/fcell.2021.651517. eCollection 2021.","Bi T","Front Cell Dev Biol","2021","2021/09/06","PMC8416319","","10.3389/fcell.2021.651517"
"34404456","Combination of white matter hyperintensities and Aβ burden is related to cognitive composites domain scores in subjective cognitive decline: the FACEHBI cohort","Ortega G, Espinosa A, Alegret M, Monté-Rubio GC, Sotolongo-Grau O, Sanabria A, Tartari JP, Rodríguez-Gómez O, Marquié M, Vivas A, Gómez-Chiari M, Alarcón-Martín E, Pérez-Cordón A, Roberto N, Hernández I, Rosende-Roca M, Vargas L, Mauleón A, Abdelnour C, Esteban De Antonio E, López-Cuevas R, Alonso-Lana S, Moreno-Grau S, de Rojas I, Orellana A, Montrreal L, Tárraga L, Ruiz A, Boada M, Valero S; FACEHBI group.","Alzheimers Res Ther. 2021 Aug 17;13(1):141. doi: 10.1186/s13195-021-00877-6.","Ortega G","Alzheimers Res Ther","2021","2021/08/18","PMC8371791","","10.1186/s13195-021-00877-6"
"35006874","Molecular Tuning of the Nano-Bio Interface: Alpha-Synuclein's Surface Targeting with Doped Carbon Nanostructures","Alimohammadi E, Nikzad A, Khedri M, Shafiee S, Miri Jahromi A, Maleki R, Rezaei N.","ACS Appl Bio Mater. 2021 Aug 16;4(8):6073-6083. doi: 10.1021/acsabm.1c00421. Epub 2021 Jul 26.","Alimohammadi E","ACS Appl Bio Mater","2021","2022/01/10","","","10.1021/acsabm.1c00421"
"34458846","Gallium nanoparticles as novel inhibitors of Aβ40 aggregation","Torres KM, Delgado AS, Serrano ER, Falcón-Cruz NV, Meléndez A, Ramos I, Du D, Oyola R.","Mater Adv. 2021 Jul 9;2(16):5471-5478. doi: 10.1039/d1ma00461a. eCollection 2021 Aug 16.","Torres KM","Mater Adv","2021","2021/08/30","PMC8366391","","10.1039/d1ma00461a"
"34165838","Remodeling of the Fibrillation Pathway of α-Synuclein by Interaction with Antimicrobial Peptide LL-III","Oliva R, Mukherjee SK, Ostermeier L, Pazurek LA, Kriegler S, Bader V, Prumbaum D, Raunser S, Winklhofer KF, Tatzelt J, Winter R.","Chemistry. 2021 Aug 16;27(46):11845-11851. doi: 10.1002/chem.202101592. Epub 2021 Jul 22.","Oliva R","Chemistry","2021","2021/06/24","PMC8457056","","10.1002/chem.202101592"
"34044209","Intestinal permeability correlates with behavioural severity in very young children with ASD: A preliminary study","Teskey G, Anagnostou E, Mankad D, Smile S, Roberts W, Brian J, Bowdish DME, Foster JA.","J Neuroimmunol. 2021 Aug 15;357:577607. doi: 10.1016/j.jneuroim.2021.577607. Epub 2021 May 12.","Teskey G","J Neuroimmunol","2021","2021/05/27","","","10.1016/j.jneuroim.2021.577607"
"34435046","Exploring the Pharmacological Mechanisms of Tripterygium wilfordii Hook F against Cardiovascular Disease Using Network Pharmacology and Molecular Docking","Huang B, Huang C, Zhu L, Xie L, Wang Y, Zhu N.","Biomed Res Int. 2021 Aug 14;2021:5575621. doi: 10.1155/2021/5575621. eCollection 2021.","Huang B","Biomed Res Int","2021","2021/08/26","PMC8382521","","10.1155/2021/5575621"
"34504664","Illuminating amyloid fibrils: Fluorescence-based single-molecule approaches","Rice LJ, Ecroyd H, van Oijen AM.","Comput Struct Biotechnol J. 2021 Aug 13;19:4711-4724. doi: 10.1016/j.csbj.2021.08.017. eCollection 2021.","Rice LJ","Comput Struct Biotechnol J","2021","2021/09/10","PMC8405898","","10.1016/j.csbj.2021.08.017"
"34483889","IntelliCage Automated Behavioral Phenotyping Reveals Behavior Deficits in the 3xTg-AD Mouse Model of Alzheimer's Disease Associated With Brain Weight","Winslow W, McDonough I, Tallino S, Decker A, Vural AS, Velazquez R.","Front Aging Neurosci. 2021 Aug 13;13:720214. doi: 10.3389/fnagi.2021.720214. eCollection 2021.","Winslow W","Front Aging Neurosci","2021","2021/09/06","PMC8414893","","10.3389/fnagi.2021.720214"
"34328153","Kinetic and thermodynamic stability comparison for the fibrillar form of small amyloid-β(1-42) oligomers using scaled molecular dynamics","Saha D , Jana B .","Phys Chem Chem Phys. 2021 Aug 12;23(31):16897-16908. doi: 10.1039/d1cp01866c.","Saha D","Phys Chem Chem Phys","2021","2021/07/30","","","10.1039/d1cp01866c"
"34443453","Dependence of the Nanoscale Composite Morphology of Fe(3)O(4) Nanoparticle-Infused Lysozyme Amyloid Fibrils on Timing of Infusion: A Combined SAXS and AFM Study","Schroer MA, Hu PS, Tomasovicova N, Batkova M, Zakutanska K, Wu PY, Kopcansky P.","Molecules. 2021 Aug 11;26(16):4864. doi: 10.3390/molecules26164864.","Schroer MA","Molecules","2021","2021/08/27","PMC8399528","","10.3390/molecules26164864"
"34447367","Single-Cell RNA Sequencing of Peripheral Blood Reveals Immune Cell Signatures in Alzheimer's Disease","Xu H, Jia J.","Front Immunol. 2021 Aug 9;12:645666. doi: 10.3389/fimmu.2021.645666. eCollection 2021.","Xu H","Front Immunol","2021","2021/08/27","PMC8382575","","10.3389/fimmu.2021.645666"
"34369377","Hsp40s play complementary roles in the prevention of tau amyloid formation","Irwin R, Faust O, Petrovic I, Wolf SG, Hofmann H, Rosenzweig R.","Elife. 2021 Aug 9;10:e69601. doi: 10.7554/eLife.69601.","Irwin R","Elife","2021","2021/08/09","PMC8437434","","10.7554/eLife.69601"
"34279071","Photothermal and Photodynamic Therapies via NIR-Activated Nanoagents in Combating Alzheimer's Disease","Zeng F, Peng K, Han L, Yang J.","ACS Biomater Sci Eng. 2021 Aug 9;7(8):3573-3585. doi: 10.1021/acsbiomaterials.1c00605. Epub 2021 Jul 19.","Zeng F","ACS Biomater Sci Eng","2021","2021/07/19","","","10.1021/acsbiomaterials.1c00605"
"34264635","Chemical Perspective of the Mechanism of Action of Antiamyloidogenic Compounds Using a Minimalistic Peptide as a Reductionist Model","Koshti B, Kshtriya V, Nardin C, Gour N.","ACS Chem Neurosci. 2021 Aug 4;12(15):2851-2864. doi: 10.1021/acschemneuro.1c00221. Epub 2021 Jul 15.","Koshti B","ACS Chem Neurosci","2021","2021/07/15","","","10.1021/acschemneuro.1c00221"
"34086399","The Role of Amyloid β-Biomembrane Interactions in the Pathogenesis of Alzheimer's Disease: Insights from Liposomes as Membrane Models","Andrade S, Loureiro JA, Pereira MC.","Chemphyschem. 2021 Aug 4;22(15):1547-1565. doi: 10.1002/cphc.202100124. Epub 2021 Jun 29.","Andrade S","Chemphyschem","2021","2021/06/04","","","10.1002/cphc.202100124"
"34377468","Native and oxidised lipoproteins negatively regulate the serum amyloid A-induced NLRP3 inflammasome activation in human macrophages","Nurmi K, Niemi K, Kareinen I, Silventoinen K, Lorey MB, Chen Y, Kouri VP, Parantainen J, Juutilainen T, Öörni K, Kovanen PT, Nordström D, Matikainen S, Eklund KK.","Clin Transl Immunology. 2021 Aug 3;10(8):e1323. doi: 10.1002/cti2.1323. eCollection 2021.","Nurmi K","Clin Transl Immunology","2021","2021/08/11","PMC8329955","","10.1002/cti2.1323"
"34463747","Sex Differences in Cognitive Abilities Among Children With the Autosomal Dominant Alzheimer Disease Presenilin 1 E280A Variant From a Colombian Cohort","Fox-Fuller JT, Artola A, Chen K, Pulsifer M, Ramirez D, Londono N, Aguirre-Acevedo DC, Vila-Castelar C, Baena A, Martinez J, Arboleda-Velasquez JF, Langbaum JB, Tariot PN, Reiman EM, Lopera F, Quiroz YT.","JAMA Netw Open. 2021 Aug 2;4(8):e2121697. doi: 10.1001/jamanetworkopen.2021.21697.","Fox-Fuller JT","JAMA Netw Open","2021","2021/08/31","PMC8408665","","10.1001/jamanetworkopen.2021.21697"
"34368416","Regional amyloid accumulation predicts memory decline in initially cognitively unimpaired individuals","Collij LE, Mastenbroek SE, Salvadó G, Wink AM, Visser PJ, Barkhof F, van Berckel BNM, Lopes Alves I.","Alzheimers Dement (Amst). 2021 Aug 2;13(1):e12216. doi: 10.1002/dad2.12216. eCollection 2021.","Collij LE","Alzheimers Dement (Amst)","2021","2021/08/09","PMC8327468","","10.1002/dad2.12216"
"34341704","Extracellular GAPDH Promotes Alzheimer Disease Progression by Enhancing Amyloid-β Aggregation and Cytotoxicity","Lazarev VF, Tsolaki M, Mikhaylova ER, Benken KA, Shevtsov MA, Nikotina AD, Lechpammer M, Mitkevich VA, Makarov AA, Moskalev AA, Kozin SA, Margulis BA, Guzhova IV, Nudler E.","Aging Dis. 2021 Aug 1;12(5):1223-1237. doi: 10.14336/AD.2020.1230. eCollection 2021 Aug.","Lazarev VF","Aging Dis","2021","2021/08/03","PMC8279520","","10.14336/AD.2020.1230"
"34310565","[Approach to the diagnosis and management of patients with cardiac amyloidosis. A consensus document by the Tuscan section of the Italian Association of Hospital Cardiologists (ANMCO) and the Tusco-Umbrian section of the Italian Society of Cardiology (SIC)]","Emdin M, Perfetto F, Aimo A, Vergaro G, Buda G, Cappelli F, Pieroni M, Grippo G, Sorini Dini C, Canale ML, Olivotto I, Cameli M, Casolo G.","G Ital Cardiol (Rome). 2021 Aug;22(8):621-634. doi: 10.1714/3641.36218.","Emdin M","G Ital Cardiol (Rome)","2021","2021/07/26","","","10.1714/3641.36218"
"34180956","Accuracy of Tau Positron Emission Tomography as a Prognostic Marker in Preclinical and Prodromal Alzheimer Disease: A Head-to-Head Comparison Against Amyloid Positron Emission Tomography and Magnetic Resonance Imaging","Ossenkoppele R, Smith R, Mattsson-Carlgren N, Groot C, Leuzy A, Strandberg O, Palmqvist S, Olsson T, Jögi J, Stormrud E, Cho H, Ryu YH, Choi JY, Boxer AL, Gorno-Tempini ML, Miller BL, Soleimani-Meigooni D, Iaccarino L, La Joie R, Baker S, Borroni E, Klein G, Pontecorvo MJ, Devous MD Sr, Jagust WJ, Lyoo CH, Rabinovici GD, Hansson O.","JAMA Neurol. 2021 Aug 1;78(8):961-971. doi: 10.1001/jamaneurol.2021.1858.","Ossenkoppele R","JAMA Neurol","2021","2021/06/28","PMC8240013","","10.1001/jamaneurol.2021.1858"
"34126761","Cerebral Amyloid Angiopathy and the Fibrinolytic System: Is Plasmin a Therapeutic Target?","Mutimer CA, Keragala CB, Markus HS, Werring DJ, Cloud GC, Medcalf RL.","Stroke. 2021 Aug;52(8):2707-2714. doi: 10.1161/STROKEAHA.120.033107. Epub 2021 Jun 15.","Mutimer CA","Stroke","2021","2021/06/15","","","10.1161/STROKEAHA.120.033107"
"33984664","Kinetic and thermodynamic insights into the interaction of Aβ1-42 with astaxanthin and aggregation behavior of Aβ1-42: Surface plasmon resonance, microscopic, and molecular docking studies","Dehghani M, Jalal R, Rashidi MR.","Biophys Chem. 2021 Aug;275:106612. doi: 10.1016/j.bpc.2021.106612. Epub 2021 May 7.","Dehghani M","Biophys Chem","2021","2021/05/13","","","10.1016/j.bpc.2021.106612"
"33962331","Amyloid-β positive individuals with subjective cognitive decline present increased CSF neurofilament light levels that relate to lower hippocampal volume","Sánchez-Benavides G, Suárez-Calvet M, Milà-Alomà M, Arenaza-Urquijo EM, Grau-Rivera O, Operto G, Gispert JD, Vilor-Tejedor N, Sala-Vila A, Crous-Bou M, González-de-Echávarri JM, Minguillon C, Fauria K, Simon M, Kollmorgen G, Zetterberg H, Blennow K, Molinuevo JL; ALFA Study.","Neurobiol Aging. 2021 Aug;104:24-31. doi: 10.1016/j.neurobiolaging.2021.02.026. Epub 2021 Mar 6.","Sánchez-Benavides G","Neurobiol Aging","2021","2021/05/07","","","10.1016/j.neurobiolaging.2021.02.026"
"33338256","The interaction of insoluble Amyloid-β with soluble Amyloid-β dimers decreases Amyloid-β plaque numbers","van Gerresheim EF, Herring A, Gremer L, Müller-Schiffmann A, Keyvani K, Korth C.","Neuropathol Appl Neurobiol. 2021 Aug;47(5):603-610. doi: 10.1111/nan.12685. Epub 2021 Jan 7.","van Gerresheim EF","Neuropathol Appl Neurobiol","2021","2020/12/18","","","10.1111/nan.12685"
"31533476","Triterpenes from Archidendron clypearia (Jack) I.C.N. with anti-β-amyloid aggregation activity","Wang YX, Duan ZK, Chang Y, Yan ZY, Wang XB, Huang XX, Song SJ.","Nat Prod Res. 2021 Aug;35(16):2789-2792. doi: 10.1080/14786419.2019.1666389. Epub 2019 Sep 19.","Wang YX","Nat Prod Res","2021","2019/09/20","","","10.1080/14786419.2019.1666389"
"34097957","Discovery of a tetracyclic indole alkaloid that postpones fibrillation of hen egg white lysozyme protein","Ashrafian H, Zadeh EH, Tajbakhsh M, Majid N, Srivastava GN, Khan RH.","Int J Biol Macromol. 2021 Jul 31;183:1939-1947. doi: 10.1016/j.ijbiomac.2021.05.212. Epub 2021 Jun 7.","Ashrafian H","Int J Biol Macromol","2021","2021/06/07","","","10.1016/j.ijbiomac.2021.05.212"
"34386521","Deuteron Chemical Exchange Saturation Transfer for the Detection of Slow Motions in Rotating Solids","Vugmeyster L, Ostrovsky D, Greenwood A, Fu R.","Front Mol Biosci. 2021 Jul 27;8:705572. doi: 10.3389/fmolb.2021.705572. eCollection 2021.","Vugmeyster L","Front Mol Biosci","2021","2021/08/13","PMC8353179","","10.3389/fmolb.2021.705572"
"34098024","Interaction between extracellular ATP5A1 and LPS alleviates LPS-induced neuroinflammation in mice","Yue L, Liu P, Ma N, Xu Y, Zhu C.","Neurosci Lett. 2021 Jul 27;758:136005. doi: 10.1016/j.neulet.2021.136005. Epub 2021 Jun 5.","Yue L","Neurosci Lett","2021","2021/06/07","","","10.1016/j.neulet.2021.136005"
"33529652","MicroRNA-140 silencing represses the incidence of Alzheimer's disease","Liang C, Mu Y, Tian H, Wang D, Zhang S, Wang H, Liu Y, Di C.","Neurosci Lett. 2021 Jul 27;758:135674. doi: 10.1016/j.neulet.2021.135674. Epub 2021 Jan 30.","Liang C","Neurosci Lett","2021","2021/02/02","","","10.1016/j.neulet.2021.135674"
"34296662","HSA nanoparticles in drug recognition: mechanistic insights with naproxen, diclofenac and methimazole","Prasanthan P, Kishore N.","J Biomol Struct Dyn. 2021 Jul 23:1-13. doi: 10.1080/07391102.2021.1953605. Online ahead of print.","Prasanthan P","J Biomol Struct Dyn","2021","2021/07/23","","","10.1080/07391102.2021.1953605"
"34251376","Electrochemical flow injection analysis of the interaction between pyrroloquinoline quinone (PQQ) and α-synuclein peptides related to Parkinson's disease","Li S, Noroozifar M, Zhou J, Kerman K.","Analyst. 2021 Jul 21;146(14):4545-4556. doi: 10.1039/d1an00698c. Epub 2021 Jun 18.","Li S","Analyst","2021","2021/07/12","","","10.1039/d1an00698c"
"34185514","Binding of Inhibitors to BACE1 Affected by pH-Dependent Protonation: An Exploration from Multiple Replica Gaussian Accelerated Molecular Dynamics and MM-GBSA Calculations","Chen J, Zhang S, Wang W, Sun H, Zhang Q, Liu X.","ACS Chem Neurosci. 2021 Jul 21;12(14):2591-2607. doi: 10.1021/acschemneuro.0c00813. Epub 2021 Jun 29.","Chen J","ACS Chem Neurosci","2021","2021/06/29","","","10.1021/acschemneuro.0c00813"
"34232016","Chemically Designed Nanoscale Materials for Controlling Cellular Processes","Debnath K, Pal S, Jana NR.","Acc Chem Res. 2021 Jul 20;54(14):2916-2927. doi: 10.1021/acs.accounts.1c00215. Epub 2021 Jul 7.","Debnath K","Acc Chem Res","2021","2021/07/07","","","10.1021/acs.accounts.1c00215"
"34161732","Molecular Details of a Coupled Binding and Folding Reaction between the Amyloid Precursor Protein and a Folded Domain","Jensen TMT, Bartling CRO, Karlsson OA, Åberg E, Haugaard-Kedström LM, Strømgaard K, Jemth P.","ACS Chem Biol. 2021 Jul 16;16(7):1191-1200. doi: 10.1021/acschembio.1c00176. Epub 2021 Jun 23.","Jensen TMT","ACS Chem Biol","2021","2021/06/23","PMC8291497","","10.1021/acschembio.1c00176"
"34266923","Impact of C-Reactive Protein on Cognition and Alzheimer Disease Biomarkers in Homozygous Apolipoprotein E ɛ4 Carriers","Tao Q, Alvin Ang TF, Akhter-Khan SC, Itchapurapu IS, Killiany R, Zhang X, Budson AE, Turk KW, Goldstein L, Mez J, Alosco ML, Qiu WQ; Alzheimer’s Disease Neuroimaging Initiative.","Neurology. 2021 Jul 15;97(12):e1243-52. doi: 10.1212/WNL.0000000000012512. Online ahead of print.","Tao Q","Neurology","2021","2021/07/16","PMC8480484","","10.1212/WNL.0000000000012512"
"34263703","Spectroscopic, quantum chemical, molecular docking and molecular dynamics investigations of hydroxylic indole-3-pyruvic acid: a potent candidate for nonlinear optical applications and Alzheimer's drug","Koyambo-Konzapa SJ, Mbesse Kongbonga GY, R P, Ramlina Vamhindi BSD, Nsangou M, Franklin Benial AM.","J Biomol Struct Dyn. 2021 Jul 15:1-14. doi: 10.1080/07391102.2021.1947380. Online ahead of print.","Koyambo-Konzapa SJ","J Biomol Struct Dyn","2021","2021/07/15","","","10.1080/07391102.2021.1947380"
"34046916","Structural mechanism for modulation of functional amyloid and biofilm formation by Staphylococcal Bap protein switch","Ma J, Cheng X, Xu Z, Zhang Y, Valle J, Fan S, Zuo X, Lasa I, Fang X.","EMBO J. 2021 Jul 15;40(14):e107500. doi: 10.15252/embj.2020107500. Epub 2021 May 28.","Ma J","EMBO J","2021","2021/05/28","PMC8280801","","10.15252/embj.2020107500"
"34335229","Neurological Mechanisms of Animal-Assisted Intervention in Alzheimer's Disease: A Hypothetical Review","Kim S, Nam Y, Ham MJ, Park C, Moon M, Yoo DH.","Front Aging Neurosci. 2021 Jul 14;13:682308. doi: 10.3389/fnagi.2021.682308. eCollection 2021.","Kim S","Front Aging Neurosci","2021","2021/08/02","PMC8317687","","10.3389/fnagi.2021.682308"
"33864068","Associations Between Physical Activity, Blood-Based Biomarkers of Neurodegeneration, and Cognition in Healthy Older Adults: The MAPT Study","Raffin J, Rolland Y, Aggarwal G, Nguyen AD, Morley JE, Li Y, Bateman RJ, Vellas B, Barreto PS; MAPT/DSA Group.","J Gerontol A Biol Sci Med Sci. 2021 Jul 13;76(8):1382-1390. doi: 10.1093/gerona/glab094.","Raffin J","J Gerontol A Biol Sci Med Sci","2021","2021/04/17","","","10.1093/gerona/glab094"
"34238312","APOE genotype dependent molecular abnormalities in the cerebrovasculature of Alzheimer's disease and age-matched non-demented brains","Ojo JO, Reed JM, Crynen G, Vallabhaneni P, Evans J, Shackleton B, Eisenbaum M, Ringland C, Edsell A, Mullan M, Crawford F, Bachmeier C.","Mol Brain. 2021 Jul 8;14(1):110. doi: 10.1186/s13041-021-00803-9.","Ojo JO","Mol Brain","2021","2021/07/09","PMC8268468","","10.1186/s13041-021-00803-9"
"34138572","Identification of Transthyretin Tetramer Kinetic Stabilizers That Are Capable of Inhibiting the Retinol-Dependent Retinol Binding Protein 4-Transthyretin Interaction: Potential Novel Therapeutics for Macular Degeneration, Transthyretin Amyloidosis, and Their Common Age-Related Comorbidities","Cioffi CL, Raja A, Muthuraman P, Jayaraman A, Jayakumar S, Varadi A, Racz B, Petrukhin K.","J Med Chem. 2021 Jul 8;64(13):9010-9041. doi: 10.1021/acs.jmedchem.1c00099. Epub 2021 Jun 17.","Cioffi CL","J Med Chem","2021","2021/06/17","","","10.1021/acs.jmedchem.1c00099"
"34307295","α-Synuclein: An All-Inclusive Trip Around its Structure, Influencing Factors and Applied Techniques","Bisi N, Feni L, Peqini K, Pérez-Peña H, Ongeri S, Pieraccini S, Pellegrino S.","Front Chem. 2021 Jul 7;9:666585. doi: 10.3389/fchem.2021.666585. eCollection 2021.","Bisi N","Front Chem","2021","2021/07/26","PMC8292672","","10.3389/fchem.2021.666585"
"34160192","Multipronged Regulatory Functions of Serum Albumin in Early Stages of Amyloid-β Aggregation","Zhao M, Guo C.","ACS Chem Neurosci. 2021 Jul 7;12(13):2409-2420. doi: 10.1021/acschemneuro.1c00150. Epub 2021 Jun 23.","Zhao M","ACS Chem Neurosci","2021","2021/06/23","","","10.1021/acschemneuro.1c00150"
